District,State,Birth_Registration,Electricity,Drinking_Water,Sanitation,Clean_Fuel,Health_Insurance,Female_Literacy,Female_10Y_Schooling,Early_Marriage,Adolescent_Pregnancy,Menstrual_Hygiene,ANC_First_Trimester,ANC_4plus,Postnatal_Care,Institutional_Births,Skilled_Birth_Attendance,Fully_Vaccinated,Vitamin_A,Diarrhoea_Prevalence,Stunting,Wasting,Underweight,Child_Anaemia,Infrastructure_Score,Education_Gender_Score,Maternal_Health_Score,Child_Health_Score,Child_Health_Indicators_Available,Overall_Development_Score,Development_Rank
North Goa,Goa,1.0,1.0,0.9676980618837129,0.8284945475145163,0.9660013160780873,0.6589403973509934,0.8797447643979058,0.7827835880933225,0.8706821732338135,0.9002201027146002,0.9702015775635408,0.6592521834061135,0.9219429419874854,0.914297210300429,0.9945292620865139,0.979727772951057,,0.9466534597424652,0.9074026965148817,0.7679662802950473,0.6961211843011247,0.6618366238000364,0.57092248830948,0.903522387137885,0.8807264412006365,0.8939498741463197,0.7584837888271726,6,0.8591706228280034,13
South Goa,Goa,1.0,1.0,0.9833390003400203,0.8345843364962471,0.9610660232507128,0.6886382450331126,0.9024869109947645,0.7680343255564492,0.9323034195452179,0.8980190755685986,0.9584794040315512,0.4965884279475983,0.9723194400254533,1.0,1.0,1.0,,0.8559501910287253,0.9366573390994657,0.6807165437302423,0.6121184301124627,0.7487773953993843,0.6443247839025081,0.9112712675200155,0.8918646271393162,0.8937815735946103,0.746424113878798,6,0.860835395533185,12
Kachchh,Gujarat,0.9289549772821148,0.9734597156398104,0.9461067664059843,0.8013029315960912,0.6421364334283833,0.3434395695364239,0.6048756544502617,0.14119066773934028,0.6707168894289186,0.7905355832721936,0.5520376862401403,0.8527565502183406,0.8462191112525188,0.9246244635193133,0.9664122137404582,0.9653924123950188,0.508410290237467,0.6993066364794114,0.9185957771559399,0.4874604847207587,0.6380537066789075,0.5243615287085673,0.3807566954796656,0.7725667323148014,0.5518712962261708,0.91108095022513,0.5938493027801025,7,0.7073420703865512,278
Banas Kantha,Gujarat,0.9196612969847171,0.7200631911532386,0.8908534512070724,0.34867582495397254,0.40601008993200266,0.4119412251655629,0.4108311518324607,0.05417001877178869,0.3518486373893421,0.8136463683052091,0.48148553900087643,0.5693231441048036,0.5482023544384346,0.8197424892703862,0.9101781170483461,0.8937156096148277,0.06876649076517154,0.67992075845479,0.8046298651742559,0.4558482613277134,0.5177874684415883,0.3310994385075168,0.23366869774691806,0.6162008465660943,0.4223963430599354,0.7482323428953597,0.4416744257739934,7,0.5571259895738457,595
Patan,Gujarat,0.9630318050392399,0.9459715639810429,0.9896293777626658,0.6213000991360997,0.5923448124588725,0.5072433774834437,0.531413612565445,0.12054170018771787,0.3863912515188335,0.9167278063096111,0.5277169149868537,0.8171397379912664,0.8001909004136175,0.9212714592274678,0.9815521628498729,0.9575731248189979,0.6865105540897097,0.7655299278335929,0.8259984736708216,0.21285563751317177,0.6219876061510213,0.3646078608947655,0.2736290208303812,0.7699201726435607,0.4965582571136922,0.8955454770602446,0.5358741544262091,7,0.6744745153109266,359
Mahesana,Gujarat,0.92606361007848,0.9266982622432862,0.9491669500170011,0.6075626681773121,0.5980478175038385,0.40966473509933776,0.5963678010471204,0.25462590506838295,0.4391598680784586,0.8338224504768892,0.39198071866783524,0.45537663755458513,0.5538233110616184,0.7349785407725322,0.9650127226463104,0.8776426295974514,,0.7938304796943542,0.6291020096667516,0.6233930453108535,0.45604773927014003,0.38018474913964867,0.13461810967833354,0.7362006738532093,0.5031913486677373,0.7173667683264995,0.502862688793347,6,0.6149053699101983,484
Gandhinagar,Gujarat,1.0,0.9308056872037915,0.995239714382863,0.7840249256479253,0.7485194121517876,0.29584023178807944,0.7064790575916231,0.32528828104049334,0.4341260197882312,0.8158473954512105,0.6632340052585451,0.5887008733624454,0.706967865097041,0.8483100858369099,0.9721374045801527,0.844483058210252,,0.7577472760718836,0.6179089290256933,0.47502634351949413,0.4007344503098462,0.3218619815250861,0.20178546124415483,0.7924049951957411,0.5889949518260207,0.7921198574173601,0.46251074028269307,6,0.6590076361804538,391
Porbandar,Gujarat,0.9822387443205287,0.9921011058451816,0.9360761645698741,0.8001699475994901,0.7484097389778459,0.42404801324503316,0.7482002617801047,0.299410029498525,0.8271133483770179,0.9314013206162876,0.6897458369851008,0.9173034934497817,0.9300031816735602,0.9746512875536478,1.0,0.9419345496669562,,0.9825951606056319,0.8572882218265073,0.8948366701791359,0.6017902226302502,0.6676326752399927,0.24968116763497242,0.8138406190929923,0.6991741594514073,0.952778502468789,0.7089706863527484,6,0.7936909918414843,76
Amreli,Gujarat,0.9915324246179266,0.9886255924170616,0.96242774566474,0.6237076901288771,0.625137091467427,0.48209850993377484,0.631053664921466,0.18208635022794312,0.8175663947231384,0.9398385913426266,0.712751971954426,0.9222161572052403,0.9357301940820871,0.8327521459227467,0.8744274809160305,0.7271937445699391,,0.7444460166973256,0.911218519460697,0.5334035827186512,0.5581822354831306,0.5761637384531788,0.33286098908884804,0.7789215090383013,0.65665939463392,0.8584639445392087,0.6093791803169718,6,0.7258560071321004,231
Anand,Gujarat,0.9673688558446923,0.9352290679304899,0.995239714382863,0.7486191757541425,0.6198727791182276,0.36237582781456956,0.6101112565445026,0.24966478948779827,0.5148411734073945,0.7432134996331622,0.6615907099035934,0.6537936681222708,0.6350620426344257,0.8762070815450645,0.9486005089058526,0.9300608166811468,,0.9053346540257536,0.7016026456372424,0.4680716543730242,0.4459490475097544,0.2852744068103604,0.24259600396769168,0.7714509034741641,0.5558842857952901,0.808744823577752,0.5081380687206378,6,0.661054520391961,382
Dohad,Gujarat,0.8977695167286245,0.6616113744075832,0.8468208092485549,0.09474578671576266,0.19949550339986838,0.4046978476821192,0.28632198952879584,0.12778224725127377,0.4815136261065787,0.7300073367571533,0.39855390008764247,0.6667576419213974,0.7056951956729239,0.8350321888412017,0.9039440203562343,0.9013900955690703,0.44228232189973626,0.8194424791283432,0.6436021368608498,0.11106427818756577,0.4654578838650448,0.1695345046187285,0.11676349723678629,0.5175234730304188,0.4048358199462888,0.8025638284721655,0.3954495859710078,7,0.5300931768549703,621
Narmada,Gujarat,0.962825278810409,0.7690363349131122,0.9461067664059843,0.35858943492423173,0.24862908532572933,0.5165562913907285,0.4694044502617802,0.12054170018771787,0.48810970317653185,0.5590608950843727,0.47973269062226115,0.7557314410480349,0.8384770389224732,0.8350321888412017,0.7665394402035625,0.7716478424558356,0.7170184696569921,0.8582142351775861,0.8084456881200712,0.2830347734457323,0.5749368831764976,0.17315703676870137,0.03216664304945458,0.6336238652950325,0.42336988786653273,0.7934855902942215,0.492424818485005,7,0.5857260404851979,544
Bharuch,Gujarat,0.9650970673275506,0.9415481832543445,0.9529071744304659,0.6861634329415097,0.5653652116692256,0.37468956953642385,0.5793520942408378,0.24027889514615178,0.7089047040444368,0.8154805575935437,0.6014460999123575,0.5055949781659388,0.6503340757238307,0.7226394849785408,0.8872773536895676,0.8850275123081379,,0.7380783925286545,0.7161027728313406,0.41601685985247633,0.5409685563461097,0.30610396667270434,0.20461952671106698,0.7476284398599201,0.5890924701874656,0.7301746809732033,0.48698167915705876,6,0.6384693175444118,439
The Dangs,Gujarat,0.9512598099958695,0.8701421800947867,0.8505610336620196,0.6016145021951566,0.1620969510857644,0.4468129139072848,0.4960732984293194,0.09452936444086883,0.4756118729387259,0.5223771093176817,0.5329754601226994,0.8191866812227073,0.9104889171704316,0.7404774678111588,0.6749363867684479,0.6681146828844483,0.8571899736147758,0.8852412622046131,0.8707707962350547,0.4847207586933614,0.16364470966261194,0.16808549175873938,0.18548958480940914,0.6470812318234803,0.42431342104985903,0.7626408271714389,0.5164489395683665,7,0.5876211049032862,540
Navsari,Gujarat,1.0,0.9573459715639813,0.9557973478408706,0.7205778218382667,0.6751480587848212,0.42228890728476826,0.7436191099476439,0.4565567176186644,0.7269571254990452,0.8774761555392516,0.7497808939526731,0.9156659388646288,0.9580019090041361,0.9831008583690989,0.9905852417302802,0.9862438459310744,0.9173812664907651,0.962784774303099,0.8326125667769017,0.501159114857745,0.43722745008033054,0.34033689548994744,0.286524018704832,0.7885263512187847,0.7108780005114557,0.9667195587798435,0.611146583814803,7,0.7693176235812217,122
Valsad,Gujarat,0.9345311854605535,0.9567140600315954,0.9659979598775926,0.7940801586177596,0.7073919719236674,0.4080091059602649,0.7252945026178012,0.4289353714132475,0.6641208123589655,0.7633895818048423,0.8350131463628396,0.8451146288209607,0.9345635804433132,0.9400482832618026,0.9557251908396948,0.9782797567332754,0.8527374670184695,0.9779255695486062,0.8743322309844824,0.4815595363540569,0.5705760844617856,0.49936605687375474,0.11109536630296163,0.7944540736452389,0.6833506829115392,0.9307462880198093,0.6239417587920167,7,0.758123200842151,154
Surat,Gujarat,0.9917389508467574,0.9791469194312797,0.9807888473308399,0.7464948307605156,0.8768370256635226,0.31456953642384106,0.7457460732984295,0.4069455618128184,0.7719145981600416,0.8404255319148937,0.7615030674846627,0.898471615720524,0.9443207126948775,0.9628487124463518,0.9706106870229008,0.9829134086301765,,0.9204754492712611,0.9206308827270415,0.5175974710221286,0.506311682350241,0.5421119362434341,0.16848519200793538,0.8149293517427928,0.7053069665341691,0.9518330273029662,0.5959354356036736,6,0.7670011952959004,130
Tapi,Gujarat,0.9074762494836843,0.9229067930489733,0.9833390003400203,0.5802294292593116,0.4045843386707611,0.4260140728476821,0.5467931937172774,0.25328506301957626,0.5617080367991668,0.6386647101980926,0.6022129710780018,0.7755185589519651,0.9184431010711633,0.8732564377682405,0.9100508905852418,0.7851143932812047,,0.8607612848450547,0.7934367845331978,0.3989462592202318,0.2621069543263714,0.19199420394856007,0.20887062491143557,0.7040916472750722,0.520532794962423,0.8524766763315631,0.4526860186308086,6,0.6324467842999668,455
Ahmadabad,Gujarat,0.9661296984717059,0.9838862559241704,0.9784087045222714,0.8092338195722986,0.8895591138407545,0.3629966887417218,0.7014070680628273,0.3895146151783319,0.6960597118555806,0.8393250183418929,0.6314636283961438,0.6439683406113538,0.778449464418284,0.8723175965665235,0.9293893129770995,0.9317984361424849,,0.8153388991085327,0.9539557364538285,0.5302423603793466,0.6997934358503558,0.5145806919036408,0.3325775825421567,0.8317023801788205,0.6515540083669553,0.831184630143149,0.6410814510396435,6,0.7388806174321422,194
Aravali,Gujarat,0.8717472118959109,0.8903633491311217,0.9736484189051343,0.3835150828494548,0.431234919938583,0.44225993377483447,0.5453206806282723,0.28251541968356125,0.5320256899843777,0.7560528246515039,0.47929447852760737,0.49549672489082974,0.7368755965637925,0.8402628755364806,0.9005089058524174,0.8989284679988415,0.6205474934036939,0.8082637611433424,0.5769524294072755,0.2851422550052687,0.43607987147119576,0.2742256837529433,0.08417174436729484,0.6654614860825065,0.5190418186950645,0.7744145141684724,0.4407690340787164,7,0.5999217132561899,515
Bhavnagar,Gujarat,0.9277158199091284,0.9026856240126383,0.9165249914994901,0.6179011471462967,0.5615266505812678,0.3209850993377484,0.5831151832460733,0.16961651917404127,0.6882485679569519,0.9453411592076303,0.6110867659947414,0.6866812227074236,0.7056951956729239,0.8330203862660945,0.9259541984732825,0.9416449464233999,0.5756926121372031,0.7874628555256828,0.7189010429916052,0.5896733403582718,0.422767959605233,0.41387429813439597,0.3392376363894005,0.7078898887477615,0.5994816391158876,0.8185991899086249,0.5496585350202561,7,0.6689073131981326,367
Botad,Gujarat,0.9801734820322182,0.9769352290679304,0.9869092145528733,0.6050134541849597,0.5968414125904803,0.38100165562913907,0.5435209424083769,0.11263073209975863,0.7750390557194932,0.9185619955979457,0.6942375109553024,0.7637827510917031,0.8309470781631136,0.8114270386266095,0.9166666666666669,0.6310454677092383,0.42397757255936663,0.6581293335220038,0.8633935385398118,0.5993677555321391,0.5056231351847602,0.5442854555334179,0.2826980303245005,0.7544790746762668,0.6087980473561754,0.7907738004514664,0.5539249744565714,7,0.67699397423512,351
Chhota Udaipur,Gujarat,0.9653035935563815,0.8515007898894155,0.9557973478408706,0.3357881319926357,0.1871024347444615,0.4014900662251656,0.23887434554973824,0.08916599624564225,0.5223051553549731,0.8411592076302273,0.3860648553900088,0.757914847161572,0.8151447661469933,0.8880096566523606,0.8183206106870229,0.831161309006661,0.6980540897097625,0.9697184095089856,0.7130501144746884,0.25331928345626964,0.4512279091117742,0.2588299221155588,0.11081195975627046,0.6161637273748217,0.41551391203411797,0.8221102379309219,0.49357309830475854,7,0.5868402439111551,543
Devbhumi Dwarka,Gujarat,0.929368029739777,0.9592417061611372,0.8964637878272695,0.6249822971250533,0.5762228558894494,0.3351614238410596,0.449770942408377,0.02896218825422365,0.798125325464329,0.8606016140865738,0.6262050832602979,0.7878002183406113,0.7657227701771131,0.874061158798283,0.9338422391857508,0.879814653924124,0.5598614775725594,0.7048252440922599,0.7690155176799797,0.6402528977871443,0.5040165251319716,0.47364607860894775,0.40853053705540593,0.7202400167639577,0.5527330306947602,0.8482482080851765,0.5800211825611813,7,0.6753106095262689,356
Gir Somnath,Gujarat,0.9330855018587362,0.9842022116903634,0.9693981638898335,0.6377283670868149,0.4188418512831761,0.470612582781457,0.5647905759162304,0.2299544113703405,0.8283284152056934,0.9655172413793103,0.7166958808063103,0.7214792576419213,0.8095238095238094,0.8839860515021458,0.8361323155216286,0.8815522733854618,0.5029683377308707,0.8937314277628415,0.748410073772577,0.34099051633298205,0.6770713793894881,0.5805107770331462,0.37636389400595155,0.7356447797650635,0.661057304935577,0.8265347415149934,0.5885780580039796,7,0.7029537210549034,291
Jamnagar,Gujarat,0.9390747624948368,0.9658767772511849,0.995579734784087,0.8123495255629514,0.800065803904365,0.38752069536423844,0.7287303664921466,0.2904263877715204,0.8817913556674188,0.962582538517975,0.7258983347940403,0.8920578602620087,0.7362392618517339,0.9053111587982833,0.9553435114503818,0.945264986967854,,0.9063251733408805,0.8972271686593742,0.6798735511064278,0.5561165939866881,0.6071363883354465,0.2903500070851638,0.8167445498936107,0.7178857966486203,0.8868433558660523,0.6561714804189968,6,0.76941129570682,121
Junagadh,Gujarat,0.9549772821148285,0.9766192733017379,0.9496769806188372,0.7426710097719872,0.6423557797762668,0.4770281456953642,0.7230039267015708,0.2864038616251005,0.8050685644853324,0.818415260454879,0.7287467134092901,0.7592794759825326,0.7230883444691908,0.7929184549356223,0.9671755725190841,0.9672748334781349,0.8923153034300791,0.8558086882694214,0.8087000763164589,0.49167544783983136,0.7048427817305486,0.6511501539576164,0.2941759954654953,0.7905547452131704,0.6723276653352345,0.841947336276913,0.6712383495727786,7,0.7440170240995241,183
Kheda,Gujarat,0.9593143329202809,0.902053712480253,0.9607276436586195,0.48293442855119684,0.4314542662864663,0.32129552980132453,0.5287958115183247,0.1419951729686243,0.14650234334316956,0.6173881144534116,0.620179666958808,0.513919213973799,0.6028210838901262,0.8065987124463518,0.938676844783715,0.832174920359108,0.48862137203166217,0.7164284703551721,0.6415670312897482,0.49209694415173866,0.393619462933211,0.4145988045643905,0.14737140427943893,0.6762966522830235,0.4109722218484676,0.73883815509062,0.4706147842293374,7,0.5741804533628622,568
Mahisagar,Gujarat,0.9227591904171831,0.84739336492891,0.911424685481129,0.2149837133550489,0.4258609344154419,0.46409354304635764,0.5283049738219895,0.2723250201126306,0.4678007290400972,0.7765957446808511,0.5551051709027169,0.6944596069868995,0.7664651606745148,0.8847907725321889,0.9106870229007635,0.8941500144801622,0.6698548812664908,0.8398188764680913,0.6329178326125668,0.3620653319283456,0.5010328207482213,0.2427096540481798,0.136318548958481,0.6310859052740118,0.5200263277116571,0.8301105155149056,0.48353113514719664,7,0.6161884709119427,483
Morbi,Gujarat,0.9188351920693927,0.9955766192733018,0.9716082964977898,0.7200113298399661,0.7132046501425751,0.3441639072847682,0.7169502617801048,0.29203539823008845,0.8456865127582017,0.8760088041085841,0.6297107800175286,0.8666757641921397,0.750344681302365,0.8716469957081546,0.933587786259542,0.9477266145380828,0.4091358839050132,0.7798217065232772,0.9051132027473926,0.58377239199157,0.5237548772090889,0.5441043289259192,0.2855320957914128,0.7772333325179656,0.6720783513789015,0.8739963684000568,0.575890641013382,7,0.7247996733275764,236
Panch Mahals,Gujarat,0.949607600165221,0.8584518167456555,0.8461407684461069,0.42047868573856395,0.38396578196973014,0.33940397350993384,0.5410667539267016,0.19857870742826492,0.4086096163860441,0.6166544387380778,0.5815074496056091,0.6501091703056767,0.8947926609396543,0.8454935622317596,0.8525445292620865,0.7712134375905011,0.924802110817942,0.8515636054903072,0.652251335538031,0.2842992623814542,0.28276336929079643,0.19072631769606957,0.06419158282556328,0.6330081044292019,0.46928339321693946,0.8028306720659357,0.4643710834343091,7,0.5923733132865965,531
Rajkot,Gujarat,0.9405204460966544,0.9870458135860981,0.9914994899693982,0.7959212576122363,0.8223294582145207,0.45509105960264906,0.7539267015706808,0.388710109949048,0.7897934386391252,0.9354365370506236,0.8296450482033304,0.9230349344978164,0.9455933821189945,0.98068669527897,0.9908396946564886,1.0,,0.8034526673270129,0.8895955227677435,0.45669125395152793,0.6995639201285289,0.4595182032240537,0.2620093524160409,0.8320679208469262,0.7395023670825616,0.9680309413104539,0.5951384866358179,6,0.7836849289689398,92
Sabar Kantha,Gujarat,0.895291201982652,0.8527646129541866,0.84223053383203,0.4493697776518907,0.5494626014476859,0.4984478476821192,0.5876963350785339,0.2346473585411638,0.5320256899843777,0.7758620689655172,0.6539219982471516,0.5974344978165937,0.730512249443207,0.8315450643776825,0.8655216284987278,0.7542716478424558,0.8098614775725593,0.8504315834158768,0.6430933604680743,0.49736564805057953,0.3431260041312831,0.3872486868320957,0.20348590052430207,0.6812610959250941,0.5568306901633489,0.7558570175957334,0.5335160944278244,7,0.6318662245280002,456
Surendranagar,Gujarat,0.9318463444857498,0.9819905213270145,0.9469568174090445,0.48874097153377716,0.5298311033121298,0.5100372516556291,0.5966950261780104,0.12979351032448377,0.6611699357750391,0.7688921496698459,0.4831288343558282,0.7872543668122272,0.5630501643864673,0.7166040772532188,0.8165394402035625,0.762380538662033,0.38192612137203175,0.7352483373425783,0.7817349274993641,0.452054794520548,0.4794583428964884,0.3731208114472016,0.20504463653110383,0.7315671682872241,0.5279358912606414,0.7291657174635018,0.48694113880133083,7,0.6189024789531745,475
Vadodara,Gujarat,0.9712928541924825,0.9140600315955767,0.991329479768786,0.7984704716045887,0.7621188857205526,0.4191846026490066,0.7521269633507852,0.4399302762134619,0.6047561187293873,0.6217901687454146,0.6970858895705521,0.7385371179039301,0.6528794145720649,0.8818401287553648,0.9480916030534353,0.9303504199247031,,0.9078817036932221,0.7000763164589163,0.38672286617492097,0.6419554739499657,0.40807824669443943,0.12824146237778086,0.8094093875884988,0.6231378833219201,0.8303397368418995,0.5288260115582075,6,0.6979282548276315,304
Panchkula,Haryana,0.942792234613796,0.9829383886255922,0.9863991839510371,0.7559835717320494,0.7953498574248737,0.19401903973509935,0.805955497382199,0.6259050683829444,0.871550078111439,0.9497432134996331,0.9578220858895706,0.7682860262008734,0.7694347226641213,0.9432671673819744,0.9617048346055981,0.9564147118447726,,0.6170935333238998,0.919358941745103,0.8187565858798734,0.8262565985770025,0.7810179315341425,0.6011052855320957,0.7762470460137414,0.8421951886531571,0.8798214925394678,0.7605981460986863,6,0.8147154683262632,47
Ambala,Haryana,0.8583230070218918,0.9876777251184834,0.9879292757565455,0.8211301515366096,0.80039482342619,0.18460264900662252,0.8221531413612565,0.5596674711718959,0.888387432737372,0.9724871606749816,0.9267090271691499,0.6853165938864629,0.5624138296744087,0.8314109442060086,0.9723918575063615,0.8689545322907617,0.6591358839050132,0.7368048676949202,0.8567794454337319,0.7692307692307692,0.853339453752582,0.8811809454808912,0.44353124557177265,0.7733429386443905,0.8338808466229313,0.7840975515128006,0.7428575158670973,7,0.783544713161805,93
Yamunanagar,Haryana,0.9597273853779429,0.9924170616113746,1.0,0.7690128876929615,0.7578416319368282,0.20146937086092717,0.7927028795811518,0.5038884419415391,0.8802291268876932,0.9141599413059428,0.9080850131463628,0.834061135371179,0.6581822038392194,0.8500536480686696,0.9337150127226466,0.7965537214016798,0.7176781002638521,0.5654450261780106,0.8158229458153141,0.6929399367755531,0.824420472802387,0.7118275674696614,0.32053280430777953,0.7800780562466724,0.799813080572538,0.814513144280679,0.664095264801794,7,0.7646248864754208,133
Kurukshetra,Haryana,0.9558033870301528,0.9870458135860981,0.9988099285957158,0.7561251947316244,0.7564158806755866,0.1866721854304636,0.7414921465968587,0.4666130329847143,0.7972574205867037,0.8569332355099046,0.9160823838737949,0.7695141921397379,0.5874429950153781,0.9438036480686696,0.9791348600508908,0.9648132059079061,0.5014841688654353,0.6388849582566861,0.8038667005850928,0.7521601685985246,0.8085838879963279,0.7223329107045825,0.30919654244013045,0.7734787316749402,0.7556756439103952,0.8489417802365165,0.6480727624923971,7,0.7565422295785622,156
Kaithal,Haryana,0.9925650557620818,0.9996840442338071,0.9736484189051343,0.8565359014303924,0.5187541127440227,0.289010761589404,0.5783704188481675,0.43309198176454805,0.808540183995834,0.8279530447542186,0.9130148992112183,0.7515010917030568,0.6831053133948456,0.943401287553648,0.9772264631043258,0.9950767448595423,,0.6087448705249754,0.8850165352327654,0.6474183350895679,0.6268074363093873,0.5890237275855824,0.48249964574181664,0.7716997157774736,0.7121941057147974,0.8700621801230838,0.6399184250806825,6,0.7484686066740093,172
Karnal,Haryana,0.9865757951259809,0.9759873617693521,0.9981298877932676,0.7684463956946609,0.7180302697960078,0.2425496688741722,0.75032722513089,0.4448913917940466,0.8852629751779205,0.8859134262655907,0.9221078001752848,0.8852347161572053,0.8521582352317317,0.9727736051502146,0.9867684478371502,0.9803069794381697,0.8161279683377308,0.6684590349511816,0.8878148053930298,0.6628029504741833,0.8778976359880651,0.7580148523818149,0.24302111378772856,0.7816198965089068,0.7777005637087465,0.9354483967628943,0.702019765901962,7,0.7991971557206274,70
Panipat,Haryana,0.9258570838496488,0.9873617693522905,0.9974498469908194,0.709247981872256,0.705637201140601,0.26210678807947024,0.7737238219895288,0.5164923572003217,0.7930914771741017,0.7905355832721936,0.934706397896582,0.7509552401746724,0.4755541414784176,0.9106759656652361,0.9631043256997455,0.946133796698523,0.6804089709762534,0.3500778265176172,0.7919104553548716,0.7477344573234984,0.8746844158824879,0.7873573627965947,0.3127391242737708,0.7646101118808476,0.7617099275065455,0.8092846939433189,0.649273230446442,7,0.7462194909442884,175
Sonipat,Haryana,0.932465923172243,0.9788309636650868,0.9518871132267936,0.8130576405608272,0.6725159026102215,0.21947433774834438,0.8267342931937172,0.5795119334942342,0.7307759069605971,0.8932501834189288,0.9727212971078002,0.8120906113537117,0.6332590942835931,0.9332081545064379,0.9961832061068705,0.8579496090356211,,0.3749823121550871,0.8916306283388451,0.7799789251844046,0.8918980950195088,0.9001992392682485,0.38018988238628304,0.7613719801639195,0.8005987228350555,0.8465381350572467,0.7031465137253962,6,0.7779138379454046,104
Jind,Haryana,0.8946716232961587,0.9993680884676147,0.93488609316559,0.8395411414813766,0.36740513270454045,0.23313327814569537,0.7356020942408378,0.42477876106194684,0.8493317132442284,0.9292002934702861,0.9583698510078879,0.7676037117903929,0.4801145402481705,0.9584227467811159,0.9832061068702291,0.9847958297132928,0.6296174142480212,0.4641290505164851,0.8700076316458917,0.740358271865121,0.9008492081707596,0.7158123528346314,0.3770724103726796,0.7115008928768294,0.7794565426050374,0.8348285870806403,0.6711209056647987,7,0.7492267320568264,170
Fatehabad,Haryana,0.9723254853366377,0.992733017377567,0.9959197551853112,0.8222631355332106,0.38528186005703,0.29263245033112584,0.5660994764397906,0.3742290158219361,0.7972574205867037,0.9247982391782832,0.9642857142857142,0.8860534934497818,0.5909428359317,0.9655311158798284,0.9737913486005089,0.9701708659136982,0.8471306068601584,0.5705391255129476,0.9084202493004324,0.7584826132771336,0.7349093412898783,0.6489766346676327,0.5126824429644325,0.7435259506368137,0.7253339732624855,0.8772979319551034,0.7115915734103737,7,0.7644373573161941,134
Sirsa,Haryana,1.0,0.99652448657188,0.9872492349540972,0.7463532077609404,0.33132265847773634,0.26376241721854304,0.5647905759162304,0.4163314561544649,0.8458600937337267,0.7931034482758621,0.948510078878177,0.9223526200873363,0.6103510446494855,0.9721030042918454,0.9916030534351146,0.9904430929626412,,0.6502051790009906,0.868990078860341,0.7508956796628028,0.8129446867110397,0.7053070095997102,0.3602097208445515,0.7208686674971996,0.7137191305916922,0.8973705630852846,0.6914253924465728,6,0.7558459384051873,159
Hisar,Haryana,0.9748038000826105,0.9917851500789888,0.9886093165589935,0.8478968984563093,0.3969072164948453,0.27659354304635764,0.6734293193717278,0.40560471976401175,0.8458600937337267,0.8675715333822451,0.9606704645048203,0.8859170305676854,0.6951956729239579,0.9164431330472105,0.9774809160305346,0.9830582102519548,0.7613786279683378,0.516909579736805,0.8814551004833376,0.6916754478398314,0.7254991966949735,0.7415323310994385,0.3539747768173445,0.7460993207863509,0.7506272261513064,0.8916189925642686,0.6674892943771527,7,0.7639587084697697,139
Rohtak,Haryana,0.9384551838083436,0.9889415481832545,0.9736484189051343,0.8606429684180712,0.6433428383417416,0.2445157284768212,0.8169175392670157,0.5673102708500937,0.7847595903488978,0.9383712399119589,0.9810473269062225,0.8202783842794761,0.7203308940502704,0.9557403433476394,0.9667938931297712,0.9525050680567623,0.6276385224274407,0.6213386161030142,0.9040956499618417,0.6691253951527923,0.8145512967638283,0.7303024814345228,0.2734873175570355,0.7749244476888943,0.8176811934568378,0.8831297165727838,0.6629341827714965,7,0.7846673851225031,90
Jhajjar,Haryana,0.9407269723254853,0.9949447077409164,0.9421965317919074,0.8842940093471181,0.5186444395700811,0.2673841059602649,0.8268979057591623,0.6578171091445426,0.8659954868946363,0.9526779163609684,0.9715162138475023,0.8324235807860261,0.5914731148584155,0.9537285407725323,0.964376590330789,0.9593107442803359,0.8492744063324538,0.5950191028725061,0.9058763673365555,0.9487881981032664,0.9187514344732615,0.9547183481253396,0.2638514949695338,0.7580317944559622,0.8549809264013625,0.8602625142056197,0.7766113360304167,7,0.8124716427733403,52
Mahendragarh,Haryana,0.9219330855018587,0.9873617693522905,0.9950697041822508,0.7157626398527122,0.2802149594209256,0.2531043046357616,0.7220222513089006,0.5205148833467417,0.7677486547474396,0.6496698459280997,0.9527826468010517,0.8436135371179039,0.539187612684272,0.8457618025751072,0.9861323155216285,0.983347813495511,0.5689313984168866,0.4954011603226264,0.8796743831086237,0.7473129610115912,0.9100298370438374,0.8518384350661112,0.3281847810684428,0.6922410771576333,0.7225476564264467,0.8396086162788844,0.6830532794340172,7,0.7343626573242454,204
Rewari,Haryana,0.9194547707558859,1.0,0.9954097245834751,0.809517065571449,0.5078964685237991,0.2502069536423841,0.7985929319371727,0.6049879324215606,0.9001909390730776,0.8268525311812179,0.9432515337423312,0.810589519650655,0.6301834765086435,0.8790236051502145,0.9835877862595421,0.9759629307848249,0.6591358839050132,0.7880288665628982,0.9310607987789367,0.7308746048472076,0.8893734220794124,0.7592827386343054,0.34221340512965853,0.7470808305128321,0.814775173671072,0.8558694636707761,0.7285671028482046,7,0.7865731426757212,88
Gurgaon,Haryana,0.6722428748451053,0.9823064770932068,0.9940496429785788,0.7831751876504746,0.7933757402939241,0.3463369205298013,0.7930301047120418,0.6161169214266558,0.6410345426141295,0.7472487160674982,0.9565074496056091,0.8167303493449781,0.4641001166613638,0.841604077253219,0.9576335877862597,0.9591659426585579,,0.38701004669591066,0.8865428644110913,0.8126448893572181,0.7417948129446867,0.7272233291070459,0.3933682868074253,0.7619144738985152,0.7507875468851869,0.8078468147408756,0.6580973715538964,6,0.7446615517696185,181
